web_scraper_order,web_scraper_start_url,pagination,vet,data,kcal,vezels,lijn,€dag,fosfor,eiwit,ca:p,shop,merk,merk2,intact,castraat,ingr3,sensitive,smaak,graanvrij2,bio2,large,image,ingr,ingr2,bio,graanvrij,fosfor2
1773260605-529,https://leden.catmoneo.nl/adults-brok2508ldhn/,,47%,24%,3.94,2.2%,Care – Gastrointestinal,€ 0.55,241,28%,1.2,(DE webshop),Sanabelle (Bosch),Sanabelle (Bosch),4,4,2,4,–,J,N,N,,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-530,https://leden.catmoneo.nl/adults-brok2508ldhn/,,43%,28%,3.77,2.8%,Care – Hair & Skin,€ 0.50,252,30%,1.2,Zooplus,Sanabelle (Bosch),Sanabelle (Bosch),2,4,2,3,–,G,N,N,,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2024/03/Bevat-glutenvrije-granen.jpg,
1773260605-531,https://leden.catmoneo.nl/adults-brok2508ldhn/,,25%,43%,3.19,6.1%,Care – Light (low calorie),€ 0.47,314,32%,1.1,Zooplus,Sanabelle (Bosch),Sanabelle (Bosch),4,4,2,4,–,G,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2024/03/Bevat-glutenvrije-granen.jpg,
1773260605-532,https://leden.catmoneo.nl/adults-brok2508ldhn/,,25%,43%,3.19,6.1%,Care – Sterilized,€ 0.60,345,32%,1.1,Zooplus,Sanabelle (Bosch),Sanabelle (Bosch),4,4,2,5,–,J,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-533,https://leden.catmoneo.nl/adults-brok2508ldhn/,,36%,34%,3.56,2.8%,Heimat – Adult,€ 0.47,309,31%,1.2,(DE webshop),Sanabelle (Bosch),Sanabelle (Bosch),2,3,2,4,Kip,G,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2024/03/Bevat-glutenvrije-granen.jpg,
1773260605-534,https://leden.catmoneo.nl/adults-brok2508ldhn/,,34%,36%,3.51,2.8%,Heimat – Grain free,€ 0.51,285,30%,1.1,(DE webshop),Sanabelle (Bosch),Sanabelle (Bosch),2,3,2,3,Rund,J,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-535,https://leden.catmoneo.nl/adults-brok2508ldhn/,,34%,36%,3.51,2.8%,Heimat – Grain free,€ 0.51,256,30%,1.1,(DE webshop),Sanabelle (Bosch),Sanabelle (Bosch),2,3,2,3,Zalm,J,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-536,https://leden.catmoneo.nl/adults-brok2508ldhn/,,48%,23%,3.95,2.8%,Heimat – Sensitive,€ 0.44,253,29%,1.2,(DE webshop),Sanabelle (Bosch),Sanabelle (Bosch),4,4,2,4,Kalkoen,G,N,N,,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2024/03/Bevat-glutenvrije-granen.jpg,
1773260605-537,https://leden.catmoneo.nl/adults-brok2508ldhn/,,38%,33%,3.62,2.8%,Life – Adult,€ 0.41,262,30%,1.2,Zooplus,Sanabelle (Bosch),Sanabelle (Bosch),2,4,3,3,Forel,G,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2024/03/Bevat-glutenvrije-granen.jpg,
1773260605-538,https://leden.catmoneo.nl/adults-brok2508ldhn/,,37%,33%,3.64,2.2%,Life – Adult,€ 0.42,275,30%,1.2,Zooplus,Sanabelle (Bosch),Sanabelle (Bosch),2,4,3,3,Kip,G,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2024/03/Bevat-glutenvrije-granen.jpg,
1773260605-539,https://leden.catmoneo.nl/adults-brok2508ldhn/,,37%,33%,3.63,2.8%,Life – Adult,€ 0.41,262,30%,1.2,Zooplus,Sanabelle (Bosch),Sanabelle (Bosch),2,4,3,3,Struisvogel,G,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2024/03/Bevat-glutenvrije-granen.jpg,
1773260605-540,https://leden.catmoneo.nl/adults-brok2508ldhn/,,43%,29%,3.78,2.8%,Life – Grande,€ 0.55,251,29%,1.1,Zooplus,Sanabelle (Bosch),Sanabelle (Bosch),3,4,3,4,Kip,G,N,Y,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2024/03/Bevat-glutenvrije-granen.jpg,
1773260605-541,https://leden.catmoneo.nl/adults-brok2508ldhn/,,32%,36%,3.33,6.1%,Life – Indoor,€ 0.65,300,33%,1.1,Zooplus,Sanabelle (Bosch),Sanabelle (Bosch),3,4,3,4,Parelhoen,G,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2024/03/Bevat-glutenvrije-granen.jpg,
1773260605-542,https://leden.catmoneo.nl/adults-brok2508ldhn/,,36%,34%,3.57,2.8%,Life – No Grain,€ 0.61,280,30%,1.2,Zooplus,Sanabelle (Bosch),Sanabelle (Bosch),2,3,3,3,Kip,J,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-543,https://leden.catmoneo.nl/adults-brok2508ldhn/,,49%,22%,3.93,2.8%,Life – Outdoor,€ 0.27,381,29%,0.8,Zooplus,Sanabelle (Bosch),Sanabelle (Bosch),4,5,3,5,Eend,G,N,N,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2024/03/Bevat-glutenvrije-granen.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg
1773260605-544,https://leden.catmoneo.nl/adults-brok2508ldhn/,,48%,23%,3.97,2.2%,Life – Sensitive,€ 0.39,239,29%,1.2,Zooplus,Sanabelle (Bosch),Sanabelle (Bosch),4,4,3,4,Kip,G,N,N,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2024/03/Bevat-glutenvrije-granen.jpg,
1773260605-545,https://leden.catmoneo.nl/adults-brok2508ldhn/,,49%,23%,3.94,2.8%,Life – Sensitive,€ 0.40,254,29%,1.2,Zooplus,Sanabelle (Bosch),Sanabelle (Bosch),4,4,3,4,Lam,G,N,N,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2024/03/Bevat-glutenvrije-granen.jpg,
1773260605-546,https://leden.catmoneo.nl/adults-brok2508ldhn/,,39%,37%,3.71,4.3%,Preventive – Adult,€ 0.49,167,24%,1.0,Medpets,Sanimed,Sanimed,4,4,3,4,–,N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-547,https://leden.catmoneo.nl/adults-brok2508ldhn/,,46%,23%,3.72,6.7%,Adult – Hairball,€ 0.48,229,31%,1.1,PetsPlace,Schesir,Schesir,2,4,2,3,Kip,N,N,N,,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-548,https://leden.catmoneo.nl/adults-brok2508ldhn/,,39%,30%,3.72,2.4%,Adult – Maintenance,€ 0.48,215,32%,1.1,PetsPlace,Schesir,Schesir,2,4,2,3,Kip,N,N,N,,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-549,https://leden.catmoneo.nl/adults-brok2508ldhn/,,39%,30%,3.70,2.6%,Adult – Maintenance,€ 0.48,230,31%,1.1,PetsPlace,Schesir,Schesir,2,4,2,3,Lam,N,N,N,,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-550,https://leden.catmoneo.nl/adults-brok2508ldhn/,,39%,30%,3.71,2.4%,Adult – Maintenance,€ 0.48,215,32%,1.1,PetsPlace,Schesir,Schesir,2,4,2,3,Varken (ham),N,N,N,,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-551,https://leden.catmoneo.nl/adults-brok2508ldhn/,,39%,30%,3.71,2.4%,Adult – Maintenance,€ 0.48,226,31%,1.0,PetsPlace,Schesir,Schesir,2,4,2,3,Vis,N,N,N,,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-552,https://leden.catmoneo.nl/adults-brok2508ldhn/,,27%,35%,3.28,5.8%,Adult – Sterilised & Light,€ 0.54,259,37%,1.1,PetsPlace,Schesir,Schesir,3,3,1,4,Kip,N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-553,https://leden.catmoneo.nl/adults-brok2508ldhn/,,27%,35%,3.28,5.8%,Adult – Sterilised & Light,€ 0.54,244,37%,1.2,Zoomalia,Schesir,Schesir,3,3,1,4,Varken (ham),N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-554,https://leden.catmoneo.nl/adults-brok2508ldhn/,,28%,35%,3.32,4.4%,Adult – Sterilised & Light,€ 0.57,271,37%,1.1,Zoomalia,Schesir,Schesir,3,3,2,4,Vis,N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-555,https://leden.catmoneo.nl/adults-brok2508ldhn/,,35%,34%,3.60,3.3%,Adult,€ 0.23,264,31%,1.3,Zooplus,Smilla,Smilla,2,4,3,3,Gevogelte,N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-556,https://leden.catmoneo.nl/adults-brok2508ldhn/,,36%,33%,3.57,3.3%,Adult,€ 0.23,196,31%,1.4,Zooplus,Smilla,Smilla,2,3,3,3,Rund,N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-557,https://leden.catmoneo.nl/adults-brok2508ldhn/,,36%,33%,3.57,3.3%,Adult,€ 0.23,252,31%,1.4,Zooplus,Smilla,Smilla,2,3,3,3,Vis,N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-558,https://leden.catmoneo.nl/adults-brok2508ldhn/,,42%,28%,3.80,3.3%,Adult – XXL,€ 0.21,237,29%,1.3,Zooplus,Smilla,Smilla,3,4,3,4,Gevogelte,N,N,Y,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-559,https://leden.catmoneo.nl/adults-brok2508ldhn/,,33%,36%,3.40,5.0%,Special Needs – Indoor,€ 0.27,265,32%,1.3,Zooplus,Smilla,Smilla,3,3,3,4,Gevogelte,N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-560,https://leden.catmoneo.nl/adults-brok2508ldhn/,,25%,43%,3.28,3.3%,Special Needs – Light,€ 0.28,290,32%,1.3,Zooplus,Smilla,Smilla,3,4,3,5,Gevogelte,N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-561,https://leden.catmoneo.nl/adults-brok2508ldhn/,,35%,36%,3.62,2.2%,Special Needs – Sensitieve Graanvrij,€ 0.25,221,29%,NB,Zooplus,Smilla,Smilla,3,4,3,4,Eend,J,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-562,https://leden.catmoneo.nl/adults-brok2508ldhn/,,35%,35%,3.60,2.2%,Special Needs – Sensitieve Graanvrij,€ 0.25,222,29%,1.5,Zooplus,Smilla,Smilla,2,4,3,3,Gevogelte,J,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-563,https://leden.catmoneo.nl/adults-brok2508ldhn/,,35%,36%,3.62,2.2%,Special Needs – Sensitieve Graanvrij,€ 0.25,221,29%,1.5,Zooplus,Smilla,Smilla,2,4,3,3,Zalm,J,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-564,https://leden.catmoneo.nl/adults-brok2508ldhn/,,30%,35%,3.38,4.4%,Special Needs – Sterilised,€ 0.27,281,35%,1.3,Zooplus,Smilla,Smilla,3,3,3,4,Gevogelte,N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-565,https://leden.catmoneo.nl/adults-brok2508ldhn/,,30%,36%,3.40,3.8%,Special Needs – Sterilised,€ 0.27,265,34%,1.4,Zooplus,Smilla,Smilla,3,4,3,4,Vis,N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-566,https://leden.catmoneo.nl/adults-brok2508ldhn/,,38%,31%,3.60,2.8%,Complete all-in-one – Adult,€ 0.53,333,31%,1.3,PetsPlace,Smolke,Smolke,2,4,2,4,Kip,N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-567,https://leden.catmoneo.nl/adults-brok2508ldhn/,,39%,28%,3.46,6.1%,Complete all-in-one – Adult,€ 0.58,405,32%,1.5,PetsPlace,Smolke,Smolke,3,4,2,4,Lam,N,N,N,,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg
1773260605-568,https://leden.catmoneo.nl/adults-brok2508ldhn/,,38%,30%,3.55,3.3%,Complete all-in-one – Adult,€ 0.56,366,32%,1.4,PetsPlace,Smolke,Smolke,2,4,2,4,Vis,N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-569,https://leden.catmoneo.nl/adults-brok2508ldhn/,,38%,30%,3.58,3.3%,Sensible,€ 0.58,307,32%,1.3,PetsPlace,Smolke,Smolke,2,3,2,3,–,N,N,N,,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-570,https://leden.catmoneo.nl/adults-brok2508ldhn/,,31%,34%,3.28,6.7%,Sterilised – Healthy Weight,€ 0.64,366,35%,1.4,PetsPlace,Smolke,Smolke,4,4,2,4,"Kip, lam en vis",N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-571,https://leden.catmoneo.nl/adults-brok2508ldhn/,,37%,29%,3.20,4.9%,FQD-F – Atlantic Sardine,€ 0.75,244,34%,1.2,Medpets,Specific,Specific,2,3,3,4,Sardine,N,N,N,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-572,https://leden.catmoneo.nl/adults-brok2508ldhn/,,26%,37%,3.07,5.4%,FXD – Adult,€ 0.63,205,37%,1.2,Zooplus,Specific,Specific,4,3,3,4,–,N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-573,https://leden.catmoneo.nl/adults-brok2508ldhn/,,38%,30%,3.57,3.3%,ALS – Canyon River,€ 0.69,309,31%,1.5,Zooplus,Taste of the Wild,Taste of the Wild,2,3,3,4,Forel en zalm,J,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-574,https://leden.catmoneo.nl/adults-brok2508ldhn/,,39%,25%,3.51,3.3%,ALS – Lowland Creek,€ 0.68,313,36%,1.5,Zooplus,Taste of the Wild,Taste of the Wild,2,3,1,3,Kwartel en eend,J,N,N,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-575,https://leden.catmoneo.nl/adults-brok2508ldhn/,,42%,18%,3.65,3.3%,ALS – Rocky Mountain,€ 0.67,328,40%,1.6,Zooplus,Taste of the Wild,Taste of the Wild,1,1,3,1,Hert en zalm,J,N,N,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-576,https://leden.catmoneo.nl/adults-brok2508ldhn/,,36%,31%,3.53,3.3%,Prey – Limited Ingrediënt Angus Beef,€ 0.96,369,33%,1.4,Zooplus,Taste of the Wild,Taste of the Wild,3,4,2,4,Rund,J,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg
1773260605-577,https://leden.catmoneo.nl/adults-brok2508ldhn/,,36%,31%,3.53,3.3%,Prey – Limited Ingrediënt Turkey,€ 0.96,284,33%,1.2,Zooplus,Taste of the Wild,Taste of the Wild,2,3,2,3,Kalkoen,J,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-578,https://leden.catmoneo.nl/adults-brok2508ldhn/,,41%,9%,3.75,1.6%,PremiumPlus,€ 0.71,346,50%,1.2,Zooplus,Thrive,Thrive,2,2,2,2,Kip,J,N,N,,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-579,https://leden.catmoneo.nl/adults-brok2508ldhn/,,41%,11%,3.77,1.1%,PremiumPlus,€ 0.61,345,48%,1.2,CutieCat,Thrive,Thrive,2,2,2,2,Kip en kalkoen,J,N,N,,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-580,https://leden.catmoneo.nl/adults-brok2508ldhn/,,40%,19%,3.60,2.2%,Adult,€ 0.62,445,41%,1.4,Tommie the Cat,Tommie the Cat,Tommie the Cat,2,2,2,2,Eend,J,N,N,,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg
1773260605-581,https://leden.catmoneo.nl/adults-brok2508ldhn/,,42%,27%,3.61,5.0%,Adult,€ 0.56,332,31%,1.3,Tommie the Cat,Tommie the Cat,Tommie the Cat,2,4,1,3,Kip,J,N,N,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-582,https://leden.catmoneo.nl/adults-brok2508ldhn/,,42%,28%,3.67,4.4%,Adult,€ 0.55,218,31%,1.1,Tommie the Cat,Tommie the Cat,Tommie the Cat,2,3,1,3,Zalm,J,N,N,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-583,https://leden.catmoneo.nl/adults-brok2508ldhn/,,28%,36%,3.35,5.4%,Sterilised (SHF),€ 0.47,284,37%,1.1,Medpets,Trovet,Trovet,3,3,2,4,–,N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-584,https://leden.catmoneo.nl/adults-brok2508ldhn/,,33%,33%,3.55,2.2%,Adult,€ 0.30,NB,33%,NB,Bitiba,Ultima,Ultima,3,4,3,4,Kip,N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg
1773260605-585,https://leden.catmoneo.nl/adults-brok2508ldhn/,,34%,33%,3.53,2.4%,Adult,€ 0.33,NB,34%,NB,Zooplus,Ultima,Ultima,3,4,3,4,Zalm,N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg
1773260605-586,https://leden.catmoneo.nl/adults-brok2508ldhn/,,38%,27%,3.58,2.8%,Nature No Grain Sterilized,€ 0.62,NB,35%,NB,Zooplus,Ultima,Ultima,3,4,3,4,Kalkoen,J,N,N,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg
1773260605-587,https://leden.catmoneo.nl/adults-brok2508ldhn/,,33%,29%,3.38,4.4%,Nature No Grain Sterilized,€ 0.74,NB,38%,NB,Zooplus,Ultima,Ultima,4,3,3,4,Rund,J,N,N,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg
