web_scraper_order,web_scraper_start_url,pagination,vet,data,kcal,vezels,lijn,€dag,fosfor,eiwit,ca:p,shop,merk,merk2,intact,castraat,ingr3,sensitive,smaak,graanvrij2,bio2,large,image,ingr,ingr2,bio,graanvrij,fosfor2
1773260605-178,https://leden.catmoneo.nl/adults-brok2508ldhn/,,29%,38%,3.26,7.1%,N&D Tropical Selection – Neutered,€ 0.73,276,33%,1.2,Farmina,Farmina,Farmina,4,4,1,4,"Kip, spelt, haver en tropisch fruit",N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-179,https://leden.catmoneo.nl/adults-brok2508ldhn/,,29%,38%,3.25,7.1%,N&D Tropical Selection – Neutered,€ 0.74,277,33%,1.2,Farmina,Farmina,Farmina,4,4,2,4,"Lam, spelt, haver en tropisch fruit",N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-180,https://leden.catmoneo.nl/adults-brok2508ldhn/,,28%,40%,3.32,3.3%,Countryside Sensations,€ 0.26,NB,32%,NB,PetsPlace,Felix (Purina),Felix (Purina),4,5,3,5,"Rund, kip en groenten",N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg
1773260605-181,https://leden.catmoneo.nl/adults-brok2508ldhn/,,27%,39%,3.20,5.6%,Inhome sensations,€ 0.30,NB,34%,NB,Zooplus,Felix (Purina),Felix (Purina),4,5,3,5,Kip en groenten,N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg
1773260605-182,https://leden.catmoneo.nl/adults-brok2508ldhn/,,28%,40%,3.32,3.3%,Seaside Sensations,€ 0.29,NB,32%,NB,Zooplus,Felix (Purina),Felix (Purina),4,5,3,5,Zalm en Groenten,N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg
1773260605-183,https://leden.catmoneo.nl/adults-brok2508ldhn/,,40%,30%,3.62,3.3%,Classic – Adult,€ 0.45,304,30%,1.4,Zooplus,Feringa,Feringa,2,4,3,4,Eend,J,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-184,https://leden.catmoneo.nl/adults-brok2508ldhn/,,42%,29%,3.68,2.4%,Classic – Adult,€ 0.44,312,29%,1.6,Zooplus,Feringa,Feringa,2,3,3,3,Kalkoen,J,N,N,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-185,https://leden.catmoneo.nl/adults-brok2508ldhn/,,39%,33%,3.70,2.8%,Classic – Adult,€ 0.44,216,28%,1.1,Zooplus,Feringa,Feringa,3,4,1,4,Rund,J,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-186,https://leden.catmoneo.nl/adults-brok2508ldhn/,,42%,28%,3.65,2.8%,Classic – Adult,€ 0.44,260,30%,1.3,Zooplus,Feringa,Feringa,2,3,3,3,Vis,J,N,N,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-187,https://leden.catmoneo.nl/adults-brok2508ldhn/,,42%,27%,3.74,2.8%,Duo – Adult,€ 0.46,241,30%,1.4,Zooplus,Feringa,Feringa,2,4,2,3,Kip en forel,J,N,N,,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-188,https://leden.catmoneo.nl/adults-brok2508ldhn/,,42%,29%,3.67,2.8%,Duo – Adult,€ 0.47,327,30%,1.5,Zooplus,Feringa,Feringa,2,4,2,3,Kip en Lam,J,N,N,,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-189,https://leden.catmoneo.nl/adults-brok2508ldhn/,,37%,5%,3.51,3.7%,Koudgeperst,€ 0.99,314,58%,1.3,Zooplus,Feringa,Feringa,2,2,1,2,Kalkoen,J,N,N,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-190,https://leden.catmoneo.nl/adults-brok2508ldhn/,,38%,5%,3.53,3.7%,Koudgeperst,€ 0.98,311,57%,1.3,Zooplus,Feringa,Feringa,2,2,1,2,Kip,J,N,N,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-191,https://leden.catmoneo.nl/adults-brok2508ldhn/,,37%,5%,3.46,5.0%,Koudgeperst,€ 1.00,318,59%,1.3,Zooplus,Feringa,Feringa,3,2,1,2,Rund,J,N,N,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-192,https://leden.catmoneo.nl/adults-brok2508ldhn/,,30%,34%,3.39,4.4%,Sterilised,€ 0.48,251,36%,1.2,Zooplus,Feringa,Feringa,3,3,3,3,Gevogelte,J,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-193,https://leden.catmoneo.nl/adults-brok2508ldhn/,,31%,32%,3.31,4.4%,Sterilised,€ 0.49,302,37%,1.3,Zooplus,Feringa,Feringa,3,3,3,4,Zalm,J,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-194,https://leden.catmoneo.nl/adults-brok2508ldhn/,,40%,30%,3.62,3.9%,Vitaliteit – Hairball Control,€ 0.47,249,30%,1.6,Zooplus,Feringa,Feringa,2,4,3,3,Zalm,J,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-195,https://leden.catmoneo.nl/adults-brok2508ldhn/,,40%,30%,3.59,3.4%,Vitaliteit – Immuun,€ 0.48,279,30%,1.8,Zooplus,Feringa,Feringa,2,3,3,3,Rund,J,N,N,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-196,https://leden.catmoneo.nl/adults-brok2508ldhn/,,41%,29%,3.56,4.4%,Vitaliteit – Sensitive,€ 0.48,309,30%,1.7,Zooplus,Feringa,Feringa,2,3,3,3,Kalkoen,J,N,N,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-197,https://leden.catmoneo.nl/adults-brok2508ldhn/,,36%,30%,3.55,2.9%,Adult,€ 0.35,254,35%,1.8,Hornbach,Finevo,Finevo,2,3,1,3,Kip,J,N,N,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-198,https://leden.catmoneo.nl/adults-brok2508ldhn/,,35%,34%,3.37,4.0%,Adult,€ 0.42,207,31%,1.6,Hornbach,Finevo,Finevo,3,3,1,4,Zalm,J,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-199,https://leden.catmoneo.nl/adults-brok2508ldhn/,,36%,27%,3.53,4.3%,Sensitive,€ 0.37,226,37%,1.5,Hornbach,Finevo,Finevo,2,2,1,2,Lam,J,N,N,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-200,https://leden.catmoneo.nl/adults-brok2508ldhn/,,33%,29%,3.32,4.2%,Sterilised,€ 0.37,271,38%,1.4,Hornbach,Finevo,Finevo,3,2,1,3,Kip,J,N,N,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-201,https://leden.catmoneo.nl/adults-brok2508ldhn/,,26%,43%,3.32,3.3%,Balance,€ 0.29,301,32%,1.3,PetsPlace,Fokker,Fokker,3,4,3,4,Vlees en vis,N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-202,https://leden.catmoneo.nl/adults-brok2508ldhn/,,26%,43%,3.32,3.3%,Balance,€ 0.29,301,32%,1.3,PetsPlace,Fokker,Fokker,3,4,3,4,Wild en gevogelte,N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-203,https://leden.catmoneo.nl/adults-brok2508ldhn/,,42%,27%,3.65,5.0%,Fresh Fish,€ 0.48,246,31%,NB,PetsPlace,Fokker,Fokker,2,4,1,3,–,J,N,N,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-204,https://leden.catmoneo.nl/adults-brok2508ldhn/,,42%,27%,3.61,5.6%,Fresh Meat,€ 0.42,304,31%,1.4,PetsPlace,Fokker,Fokker,2,4,2,3,–,J,N,N,,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-205,https://leden.catmoneo.nl/adults-brok2508ldhn/,,41%,29%,3.75,2.4%,Maxi-Bite,€ 0.38,267,30%,1.3,PetsPlace,Fokker,Fokker,2,4,2,3,–,N,N,Y,,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-206,https://leden.catmoneo.nl/adults-brok2508ldhn/,,41%,28%,3.70,4.4%,Nutri-Fit (regular),€ 0.36,243,30%,1.3,PetsPlace,Fokker,Fokker,2,4,2,3,Kip,N,N,N,,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-207,https://leden.catmoneo.nl/adults-brok2508ldhn/,,42%,28%,3.67,5.0%,Sensi-Fit,€ 0.36,273,31%,1.4,PetsPlace,Fokker,Fokker,2,3,2,3,–,N,N,N,,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-208,https://leden.catmoneo.nl/adults-brok2508ldhn/,,30%,33%,3.40,6.1%,Steri-Fit,€ 0.39,206,37%,1.1,PetsPlace,Fokker,Fokker,4,3,3,4,–,N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-209,https://leden.catmoneo.nl/adults-brok2508ldhn/,,30%,34%,3.45,4.7%,Steri-Fit Skin & Coat,€ 0.42,203,37%,1.0,PetsPlace,Fokker,Fokker,3,3,2,4,–,N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-210,https://leden.catmoneo.nl/adults-brok2508ldhn/,,32%,37%,3.47,2.7%,Beef-Selection,€ 0.25,216,31%,1.4,FBM shop,Freitags Best Meal,Freitags Best Meal,2,3,2,4,Rund,N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-211,https://leden.catmoneo.nl/adults-brok2508ldhn/,,34%,31%,3.29,7.8%,Gourmet Buffet,€ 0.57,289,35%,1.1,FBM shop,Freitags Best Meal,Freitags Best Meal,4,4,2,4,–,N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-212,https://leden.catmoneo.nl/adults-brok2508ldhn/,,39%,31%,3.67,3.3%,Menü,€ 0.37,245,30%,1.4,FBM shop,Freitags Best Meal,Freitags Best Meal,2,4,2,3,Zalm,N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-213,https://leden.catmoneo.nl/adults-brok2508ldhn/,,41%,28%,3.81,2.2%,Sensitive,€ 0.37,247,30%,1.2,FBM shop,Freitags Best Meal,Freitags Best Meal,3,4,2,4,Gevogelte en rijst,N,N,N,,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-214,https://leden.catmoneo.nl/adults-brok2508ldhn/,,41%,30%,3.75,3.1%,Sensitive,€ 0.38,245,29%,1.1,FBM shop,Freitags Best Meal,Freitags Best Meal,3,4,2,4,Lam en rijst,N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-215,https://leden.catmoneo.nl/adults-brok2508ldhn/,,28%,40%,3.32,3.3%,Adult,€ 1.12,NB,32%,NB,Bol.com,Friskies (Purina),Friskies (Purina),4,5,3,5,Kip en groenten,N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg
1773260605-216,https://leden.catmoneo.nl/adults-brok2508ldhn/,,28%,40%,3.32,3.3%,Adult,€ 0.34,NB,32%,NB,Bol.com,Friskies (Purina),Friskies (Purina),4,5,3,5,"Kip, kalkoen en groenten",N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg
1773260605-217,https://leden.catmoneo.nl/adults-brok2508ldhn/,,28%,40%,3.32,3.3%,Adult,€ 0.22,NB,32%,NB,Zooplus,Friskies (Purina),Friskies (Purina),4,5,3,5,"Konijn, kip en groenten",N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg
1773260605-218,https://leden.catmoneo.nl/adults-brok2508ldhn/,,28%,40%,3.32,3.3%,Adult,€ 0.22,NB,32%,NB,Zooplus,Friskies (Purina),Friskies (Purina),4,5,3,5,"Rund, kip en groenten",N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg
1773260605-219,https://leden.catmoneo.nl/adults-brok2508ldhn/,,29%,38%,3.21,3.3%,Adult,?,NB,33%,NB,Purina,Friskies (Purina),Friskies (Purina),4,5,3,5,Zalm en groenten,N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg
1773260605-220,https://leden.catmoneo.nl/adults-brok2508ldhn/,,28%,40%,3.32,3.3%,Croc & Tendre,?,NB,32%,NB,Purina,Friskies (Purina),Friskies (Purina),4,5,3,5,"Rund, kip en groenten",N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg
1773260605-221,https://leden.catmoneo.nl/adults-brok2508ldhn/,,27%,39%,3.20,5.6%,Friskies – Indoor,€ 0.20,NB,34%,NB,Zoomalia,Friskies (Purina),Friskies (Purina),4,5,3,5,"Kip, kalkoen en groenten",N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg
1773260605-222,https://leden.catmoneo.nl/adults-brok2508ldhn/,,24%,42%,3.20,7.8%,Gesteriliseerd,?,NB,34%,NB,Purina,Friskies (Purina),Friskies (Purina),5,5,3,5,"Kip, kalkoen en groenten",N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg
1773260605-223,https://leden.catmoneo.nl/adults-brok2508ldhn/,,24%,42%,3.20,5.0%,Gesteriliseerd,€ 0.45,NB,34%,NB,Bol.com,Friskies (Purina),Friskies (Purina),5,5,3,5,"Lam, kalkoen en groenten",N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg
1773260605-224,https://leden.catmoneo.nl/adults-brok2508ldhn/,,24%,42%,3.20,5.0%,Gesteriliseerd,€ 0.70,NB,34%,NB,Bol.com,Friskies (Purina),Friskies (Purina),5,5,3,5,"Rund, kip en groenten",N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg
1773260605-225,https://leden.catmoneo.nl/adults-brok2508ldhn/,,24%,42%,3.20,5.0%,Gesteriliseerd,€ 0.26,NB,34%,NB,Zooplus,Friskies (Purina),Friskies (Purina),5,5,3,5,"Zalm, tonijn en groenten",N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg
1773260605-226,https://leden.catmoneo.nl/adults-brok2508ldhn/,,43%,26%,3.76,3.3%,DeliCATessen – Adult,€ 0.63,319,31%,1.3,Zooplus,GranataPet,GranataPet,2,4,2,4,Eend,J,N,N,,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-227,https://leden.catmoneo.nl/adults-brok2508ldhn/,,42%,30%,3.67,3.3%,DeliCATessen – Adult,€ 0.65,327,29%,1.5,Zooplus,GranataPet,GranataPet,3,4,1,4,Garnaal,J,N,N,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-228,https://leden.catmoneo.nl/adults-brok2508ldhn/,,43%,26%,3.77,3.3%,DeliCATessen – Adult,€ 0.63,292,31%,1.2,Zooplus,GranataPet,GranataPet,2,4,2,3,Gevogelte,J,N,N,,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-229,https://leden.catmoneo.nl/adults-brok2508ldhn/,,42%,30%,3.68,3.3%,DeliCATessen – Adult,€ 0.64,326,29%,1.5,Zooplus,GranataPet,GranataPet,3,4,1,4,Hert (wild) en kip,J,N,N,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-230,https://leden.catmoneo.nl/adults-brok2508ldhn/,,38%,34%,3.57,3.3%,DeliCATessen – Adult,€ 0.67,309,27%,1.6,Zooplus,GranataPet,GranataPet,3,4,2,4,Konijn en lam,J,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-231,https://leden.catmoneo.nl/adults-brok2508ldhn/,,40%,35%,3.63,3.3%,DeliCATessen – Adult,€ 0.52,303,25%,1.5,GranataPet,GranataPet,GranataPet,3,4,2,4,Zeevis en garnalen,J,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-232,https://leden.catmoneo.nl/adults-brok2508ldhn/,,46%,25%,3.72,5.0%,Symphonie #1,€ 0.82,296,29%,1.2,GranataPet,GranataPet,GranataPet,3,4,3,4,Tonijn,J,N,N,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-233,https://leden.catmoneo.nl/adults-brok2508ldhn/,,45%,25%,3.75,4.4%,Symphonie #2,€ 0.81,267,30%,1.2,GranataPet,GranataPet,GranataPet,2,3,3,3,Zalm,J,N,N,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-234,https://leden.catmoneo.nl/adults-brok2508ldhn/,,47%,24%,3.80,4.4%,Symphonie #3,€ 0.80,355,29%,1.3,GranataPet,GranataPet,GranataPet,3,4,3,4,Struisvogel,J,N,N,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-235,https://leden.catmoneo.nl/adults-brok2508ldhn/,,27%,36%,3.51,2.7%,Gesteriliseerd,€ 0.70,314,37%,1.3,Grandorf,Grandorf,Grandorf,3,3,1,3,4 Meat en bruine rijst,N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
